Date;Time of day;Total (grid load)[MWh];Residual load[MWh];Hydro pumped storage[MWh]
Oct 17, 2022;12:00 AM;10,986;9,012;463
Oct 17, 2022;12:15 AM;10,876;8,770;467
Oct 17, 2022;12:30 AM;10,640;8,399;724
Oct 17, 2022;12:45 AM;10,800;8,433;865
Oct 17, 2022;1:00 AM;10,441;7,899;650
Oct 17, 2022;1:15 AM;10,373;7,716;760
Oct 17, 2022;1:30 AM;10,442;7,691;977
Oct 17, 2022;1:45 AM;10,552;7,689;1,085
Oct 17, 2022;2:00 AM;10,423;7,451;971
Oct 17, 2022;2:15 AM;10,382;7,297;1,055
Oct 17, 2022;2:30 AM;10,430;7,198;1,094
Oct 17, 2022;2:45 AM;10,554;7,191;1,158
Oct 17, 2022;3:00 AM;10,627;7,224;1,140
Oct 17, 2022;3:15 AM;10,644;7,139;1,341
Oct 17, 2022;3:30 AM;10,671;6,998;1,379
Oct 17, 2022;3:45 AM;10,721;6,950;1,366
Oct 17, 2022;4:00 AM;10,928;7,036;1,464
Oct 17, 2022;4:15 AM;11,035;6,992;1,573
Oct 17, 2022;4:30 AM;11,192;6,913;1,587
Oct 17, 2022;4:45 AM;11,439;7,004;1,578
Oct 17, 2022;5:00 AM;11,784;7,269;1,488
Oct 17, 2022;5:15 AM;11,948;7,272;1,398
Oct 17, 2022;5:30 AM;12,298;7,461;1,250
Oct 17, 2022;5:45 AM;12,489;7,513;1,024
Oct 17, 2022;6:00 AM;12,965;7,905;636
Oct 17, 2022;6:15 AM;13,248;8,057;179
Oct 17, 2022;6:30 AM;13,632;8,275;100
Oct 17, 2022;6:45 AM;14,202;8,806;78
Oct 17, 2022;7:00 AM;14,724;9,292;15
Oct 17, 2022;7:15 AM;15,074;9,585;3
Oct 17, 2022;7:30 AM;15,284;9,750;2
Oct 17, 2022;7:45 AM;15,236;9,667;1
Oct 17, 2022;8:00 AM;15,515;9,731;1
Oct 17, 2022;8:15 AM;15,570;9,553;1
Oct 17, 2022;8:30 AM;15,753;9,513;1
Oct 17, 2022;8:45 AM;15,773;9,208;1
Oct 17, 2022;9:00 AM;15,873;8,984;1
Oct 17, 2022;9:15 AM;15,935;8,667;1
Oct 17, 2022;9:30 AM;15,981;8,426;2
Oct 17, 2022;9:45 AM;15,984;8,144;14
Oct 17, 2022;10:00 AM;16,052;7,935;19
Oct 17, 2022;10:15 AM;16,104;7,825;24
Oct 17, 2022;10:30 AM;16,297;7,846;172
Oct 17, 2022;10:45 AM;16,470;7,819;294
Oct 17, 2022;11:00 AM;16,506;7,640;314
Oct 17, 2022;11:15 AM;16,699;7,618;439
Oct 17, 2022;11:30 AM;16,791;7,478;431
Oct 17, 2022;11:45 AM;16,803;7,295;522
Oct 17, 2022;12:00 PM;16,915;7,232;864
Oct 17, 2022;12:15 PM;16,968;7,203;1,008
Oct 17, 2022;12:30 PM;17,052;7,211;1,071
Oct 17, 2022;12:45 PM;16,101;6,291;1,158
Oct 17, 2022;1:00 PM;16,139;6,308;1,023
Oct 17, 2022;1:15 PM;17,110;7,457;962
Oct 17, 2022;1:30 PM;16,888;7,582;889
Oct 17, 2022;1:45 PM;16,666;7,501;932
Oct 17, 2022;2:00 PM;16,588;7,466;660
Oct 17, 2022;2:15 PM;16,476;7,627;445
Oct 17, 2022;2:30 PM;16,310;7,677;329
Oct 17, 2022;2:45 PM;15,344;7,151;364
Oct 17, 2022;3:00 PM;16,060;8,320;374
Oct 17, 2022;3:15 PM;15,865;8,446;210
Oct 17, 2022;3:30 PM;15,828;8,686;137
Oct 17, 2022;3:45 PM;15,765;8,925;50
Oct 17, 2022;4:00 PM;15,602;9,186;202
Oct 17, 2022;4:15 PM;15,398;9,265;122
Oct 17, 2022;4:30 PM;15,316;9,634;130
Oct 17, 2022;4:45 PM;15,271;10,020;101
Oct 17, 2022;5:00 PM;15,252;10,355;163
Oct 17, 2022;5:15 PM;15,229;10,730;58
Oct 17, 2022;5:30 PM;15,379;11,214;32
Oct 17, 2022;5:45 PM;15,417;11,472;12
Oct 17, 2022;6:00 PM;15,443;11,633;11
Oct 17, 2022;6:15 PM;15,649;11,979;11
Oct 17, 2022;6:30 PM;15,903;12,297;41
Oct 17, 2022;6:45 PM;16,133;12,529;41
Oct 17, 2022;7:00 PM;16,045;12,389;41
Oct 17, 2022;7:15 PM;16,053;12,380;41
Oct 17, 2022;7:30 PM;15,933;12,239;41
Oct 17, 2022;7:45 PM;15,804;12,130;19
Oct 17, 2022;8:00 PM;15,508;11,836;2
Oct 17, 2022;8:15 PM;15,162;11,512;2
Oct 17, 2022;8:30 PM;14,943;11,299;33
Oct 17, 2022;8:45 PM;14,713;11,027;103
Oct 17, 2022;9:00 PM;14,675;10,960;10
Oct 17, 2022;9:15 PM;14,394;10,713;4
Oct 17, 2022;9:30 PM;14,124;10,468;53
Oct 17, 2022;9:45 PM;13,968;10,407;246
Oct 17, 2022;10:00 PM;13,644;10,220;162
Oct 17, 2022;10:15 PM;13,504;10,184;151
Oct 17, 2022;10:30 PM;13,379;10,144;233
Oct 17, 2022;10:45 PM;13,213;10,051;369
Oct 17, 2022;11:00 PM;13,046;9,992;398
Oct 17, 2022;11:15 PM;12,859;9,879;472
Oct 17, 2022;11:30 PM;12,706;9,823;479
Oct 17, 2022;11:45 PM;12,502;9,682;587
Oct 18, 2022;12:00 AM;12,277;9,503;915
Oct 18, 2022;12:15 AM;12,207;9,521;1,030
Oct 18, 2022;12:30 AM;12,057;9,452;1,000
Oct 18, 2022;12:45 AM;11,953;9,386;1,023
Oct 18, 2022;1:00 AM;11,858;9,327;1,109
Oct 18, 2022;1:15 AM;11,836;9,372;1,063
Oct 18, 2022;1:30 AM;11,782;9,403;1,054
Oct 18, 2022;1:45 AM;11,693;9,423;1,180
Oct 18, 2022;2:00 AM;11,606;9,371;1,190
Oct 18, 2022;2:15 AM;11,498;9,315;1,174
Oct 18, 2022;2:30 AM;11,496;9,373;1,213
Oct 18, 2022;2:45 AM;11,468;9,400;1,203
Oct 18, 2022;3:00 AM;11,534;9,482;1,329
Oct 18, 2022;3:15 AM;11,474;9,475;1,292
Oct 18, 2022;3:30 AM;11,534;9,596;1,175
Oct 18, 2022;3:45 AM;11,461;9,590;1,107
Oct 18, 2022;4:00 AM;11,539;9,692;1,262
Oct 18, 2022;4:15 AM;11,587;9,776;1,215
Oct 18, 2022;4:30 AM;11,878;10,108;1,007
Oct 18, 2022;4:45 AM;11,988;10,281;829
Oct 18, 2022;5:00 AM;12,109;10,482;696
Oct 18, 2022;5:15 AM;12,277;10,683;508
Oct 18, 2022;5:30 AM;12,551;10,983;285
Oct 18, 2022;5:45 AM;12,799;11,272;154
Oct 18, 2022;6:00 AM;13,465;11,990;48
Oct 18, 2022;6:15 AM;14,040;12,607;6
Oct 18, 2022;6:30 AM;14,390;12,928;43
Oct 18, 2022;6:45 AM;14,686;13,216;42
Oct 18, 2022;7:00 AM;15,096;13,593;41
Oct 18, 2022;7:15 AM;15,388;13,847;42
Oct 18, 2022;7:30 AM;15,681;14,130;42
Oct 18, 2022;7:45 AM;15,778;14,181;42
Oct 18, 2022;8:00 AM;15,868;14,155;30
Oct 18, 2022;8:15 AM;16,011;14,196;21
Oct 18, 2022;8:30 AM;16,146;14,164;42
Oct 18, 2022;8:45 AM;16,251;14,088;42
Oct 18, 2022;9:00 AM;16,210;13,892;41
Oct 18, 2022;9:15 AM;16,244;13,721;41
Oct 18, 2022;9:30 AM;16,323;13,583;42
Oct 18, 2022;9:45 AM;16,437;13,456;6
Oct 18, 2022;10:00 AM;16,490;13,310;22
Oct 18, 2022;10:15 AM;16,552;13,144;5
Oct 18, 2022;10:30 AM;16,701;13,057;8
Oct 18, 2022;10:45 AM;16,690;12,782;7
Oct 18, 2022;11:00 AM;16,731;12,513;5
Oct 18, 2022;11:15 AM;16,733;12,261;5
Oct 18, 2022;11:30 AM;16,877;12,077;26
Oct 18, 2022;11:45 AM;16,921;11,779;201
Oct 18, 2022;12:00 PM;17,012;11,577;154
Oct 18, 2022;12:15 PM;17,081;11,393;308
Oct 18, 2022;12:30 PM;17,163;11,252;409
Oct 18, 2022;12:45 PM;17,102;10,941;617
Oct 18, 2022;1:00 PM;17,074;10,689;571
Oct 18, 2022;1:15 PM;17,087;10,566;576
Oct 18, 2022;1:30 PM;16,933;10,264;720
Oct 18, 2022;1:45 PM;16,733;9,996;925
Oct 18, 2022;2:00 PM;16,662;9,878;997
Oct 18, 2022;2:15 PM;16,441;9,709;986
Oct 18, 2022;2:30 PM;16,372;9,699;961
Oct 18, 2022;2:45 PM;16,269;9,664;917
Oct 18, 2022;3:00 PM;16,385;9,917;853
Oct 18, 2022;3:15 PM;16,352;10,061;723
Oct 18, 2022;3:30 PM;16,155;10,080;597
Oct 18, 2022;3:45 PM;15,951;10,222;470
Oct 18, 2022;4:00 PM;15,832;10,434;485
Oct 18, 2022;4:15 PM;15,738;10,726;296
Oct 18, 2022;4:30 PM;15,764;11,170;173
Oct 18, 2022;4:45 PM;15,561;11,448;114
Oct 18, 2022;5:00 PM;15,398;11,690;198
Oct 18, 2022;5:15 PM;15,459;12,106;86
Oct 18, 2022;5:30 PM;15,500;12,483;41
Oct 18, 2022;5:45 PM;15,471;12,684;31
Oct 18, 2022;6:00 PM;15,537;12,833;63
Oct 18, 2022;6:15 PM;15,679;13,006;39
Oct 18, 2022;6:30 PM;15,948;13,278;33
Oct 18, 2022;6:45 PM;16,209;13,493;38
Oct 18, 2022;7:00 PM;16,270;13,509;39
Oct 18, 2022;7:15 PM;16,178;13,394;27
Oct 18, 2022;7:30 PM;16,107;13,282;27
Oct 18, 2022;7:45 PM;15,941;13,134;12
Oct 18, 2022;8:00 PM;15,618;12,861;37
Oct 18, 2022;8:15 PM;15,410;12,567;13
Oct 18, 2022;8:30 PM;15,180;12,216;64
Oct 18, 2022;8:45 PM;15,018;12,051;80
Oct 18, 2022;9:00 PM;14,815;11,848;43
Oct 18, 2022;9:15 PM;14,509;11,474;103
Oct 18, 2022;9:30 PM;14,208;11,158;96
Oct 18, 2022;9:45 PM;14,082;11,115;172
Oct 18, 2022;10:00 PM;13,966;11,026;173
Oct 18, 2022;10:15 PM;13,813;10,958;212
Oct 18, 2022;10:30 PM;13,620;10,811;263
Oct 18, 2022;10:45 PM;13,456;10,640;431
Oct 18, 2022;11:00 PM;13,191;10,469;725
Oct 18, 2022;11:15 PM;12,941;10,289;771
Oct 18, 2022;11:30 PM;12,763;10,091;781
Oct 18, 2022;11:45 PM;12,533;9,974;806
Oct 19, 2022;12:00 AM;12,264;9,675;955
Oct 19, 2022;12:15 AM;12,150;9,550;1,026
Oct 19, 2022;12:30 AM;12,015;9,472;1,150
Oct 19, 2022;12:45 AM;11,927;9,444;1,266
Oct 19, 2022;1:00 AM;11,797;9,382;1,268
Oct 19, 2022;1:15 AM;11,713;9,288;1,277
Oct 19, 2022;1:30 AM;11,691;9,268;1,422
Oct 19, 2022;1:45 AM;11,622;9,221;1,494
Oct 19, 2022;2:00 AM;11,573;9,208;1,511
Oct 19, 2022;2:15 AM;11,555;9,231;1,519
Oct 19, 2022;2:30 AM;11,487;9,168;1,550
Oct 19, 2022;2:45 AM;11,486;9,215;1,555
Oct 19, 2022;3:00 AM;11,611;9,412;1,470
Oct 19, 2022;3:15 AM;11,583;9,427;1,467
Oct 19, 2022;3:30 AM;11,574;9,485;1,424
Oct 19, 2022;3:45 AM;11,542;9,490;1,411
Oct 19, 2022;4:00 AM;11,616;9,609;1,251
Oct 19, 2022;4:15 AM;11,724;9,768;1,265
Oct 19, 2022;4:30 AM;11,856;9,945;1,206
Oct 19, 2022;4:45 AM;12,067;10,205;1,148
Oct 19, 2022;5:00 AM;12,355;10,508;1,066
Oct 19, 2022;5:15 AM;12,505;10,649;1,087
Oct 19, 2022;5:30 AM;12,661;10,814;931
Oct 19, 2022;5:45 AM;12,818;11,024;747
Oct 19, 2022;6:00 AM;13,467;11,724;503
Oct 19, 2022;6:15 AM;13,909;12,190;91
Oct 19, 2022;6:30 AM;14,423;12,778;20
Oct 19, 2022;6:45 AM;14,623;13,021;40
Oct 19, 2022;7:00 AM;14,919;13,365;8
Oct 19, 2022;7:15 AM;15,158;13,616;15
Oct 19, 2022;7:30 AM;15,367;13,851;2
Oct 19, 2022;7:45 AM;15,507;14,030;2
Oct 19, 2022;8:00 AM;15,644;14,155;30
Oct 19, 2022;8:15 AM;15,731;14,188;41
Oct 19, 2022;8:30 AM;15,868;14,235;40
Oct 19, 2022;8:45 AM;15,907;14,139;41
Oct 19, 2022;9:00 AM;15,864;13,919;41
Oct 19, 2022;9:15 AM;15,988;13,868;88
Oct 19, 2022;9:30 AM;16,129;13,828;95
Oct 19, 2022;9:45 AM;16,082;13,576;103
Oct 19, 2022;10:00 AM;16,172;13,437;36
Oct 19, 2022;10:15 AM;16,263;13,274;21
Oct 19, 2022;10:30 AM;16,227;12,945;28
Oct 19, 2022;10:45 AM;16,174;12,596;67
Oct 19, 2022;11:00 AM;16,561;12,746;37
Oct 19, 2022;11:15 AM;16,744;12,727;22
Oct 19, 2022;11:30 AM;16,803;12,625;52
Oct 19, 2022;11:45 AM;16,863;12,482;113
Oct 19, 2022;12:00 PM;17,040;12,474;45
Oct 19, 2022;12:15 PM;16,944;12,240;37
Oct 19, 2022;12:30 PM;16,921;12,083;64
Oct 19, 2022;12:45 PM;16,840;11,972;150
Oct 19, 2022;1:00 PM;16,676;11,657;9
Oct 19, 2022;1:15 PM;16,492;11,415;6
Oct 19, 2022;1:30 PM;16,220;11,090;71
Oct 19, 2022;1:45 PM;16,126;10,984;251
Oct 19, 2022;2:00 PM;16,037;10,920;140
Oct 19, 2022;2:15 PM;16,042;11,016;138
Oct 19, 2022;2:30 PM;15,864;10,930;146
Oct 19, 2022;2:45 PM;15,798;10,974;221
Oct 19, 2022;3:00 PM;15,770;11,093;246
Oct 19, 2022;3:15 PM;15,598;11,099;133
Oct 19, 2022;3:30 PM;15,419;11,162;18
Oct 19, 2022;3:45 PM;15,279;11,338;15
Oct 19, 2022;4:00 PM;15,153;11,489;192
Oct 19, 2022;4:15 PM;14,926;11,580;130
Oct 19, 2022;4:30 PM;14,904;11,907;38
Oct 19, 2022;4:45 PM;14,948;12,318;32
Oct 19, 2022;5:00 PM;15,040;12,766;4
Oct 19, 2022;5:15 PM;15,133;13,217;40
Oct 19, 2022;5:30 PM;15,315;13,627;42
Oct 19, 2022;5:45 PM;15,210;13,638;41
Oct 19, 2022;6:00 PM;15,370;13,759;41
Oct 19, 2022;6:15 PM;15,498;13,745;41
Oct 19, 2022;6:30 PM;15,724;13,783;41
Oct 19, 2022;6:45 PM;15,939;13,775;41
Oct 19, 2022;7:00 PM;15,902;13,472;42
Oct 19, 2022;7:15 PM;15,706;13,016;45
Oct 19, 2022;7:30 PM;15,584;12,684;22
Oct 19, 2022;7:45 PM;15,531;12,445;33
Oct 19, 2022;8:00 PM;15,322;12,082;72
Oct 19, 2022;8:15 PM;15,110;11,685;59
Oct 19, 2022;8:30 PM;14,806;11,193;56
Oct 19, 2022;8:45 PM;14,550;10,766;227
Oct 19, 2022;9:00 PM;14,490;10,590;139
Oct 19, 2022;9:15 PM;14,444;10,469;141
Oct 19, 2022;9:30 PM;14,177;10,033;341
Oct 19, 2022;9:45 PM;14,072;9,753;442
Oct 19, 2022;10:00 PM;13,874;9,450;207
Oct 19, 2022;10:15 PM;13,728;9,168;343
Oct 19, 2022;10:30 PM;13,429;8,729;375
Oct 19, 2022;10:45 PM;13,171;8,323;389
Oct 19, 2022;11:00 PM;12,951;8,000;353
Oct 19, 2022;11:15 PM;12,895;7,820;527
Oct 19, 2022;11:30 PM;12,731;7,525;775
Oct 19, 2022;11:45 PM;12,505;7,285;1,006
Oct 20, 2022;12:00 AM;12,175;6,925;963
Oct 20, 2022;12:15 AM;12,119;6,730;1,017
Oct 20, 2022;12:30 AM;11,980;6,468;1,063
Oct 20, 2022;12:45 AM;11,766;6,202;1,150
Oct 20, 2022;1:00 AM;11,673;6,004;1,101
Oct 20, 2022;1:15 AM;11,613;5,860;1,204
Oct 20, 2022;1:30 AM;11,598;5,832;1,334
Oct 20, 2022;1:45 AM;11,479;5,690;1,383
Oct 20, 2022;2:00 AM;11,418;5,600;1,326
Oct 20, 2022;2:15 AM;11,406;5,538;1,418
Oct 20, 2022;2:30 AM;11,404;5,478;1,483
Oct 20, 2022;2:45 AM;11,409;5,436;1,582
Oct 20, 2022;3:00 AM;11,474;5,468;1,517
Oct 20, 2022;3:15 AM;11,564;5,540;1,524
Oct 20, 2022;3:30 AM;11,612;5,579;1,540
Oct 20, 2022;3:45 AM;11,569;5,525;1,555
Oct 20, 2022;4:00 AM;11,683;5,598;1,571
Oct 20, 2022;4:15 AM;11,732;5,616;1,579
Oct 20, 2022;4:30 AM;11,878;5,745;1,567
Oct 20, 2022;4:45 AM;12,106;5,960;1,544
Oct 20, 2022;5:00 AM;12,336;6,195;1,291
Oct 20, 2022;5:15 AM;12,553;6,320;1,252
Oct 20, 2022;5:30 AM;12,892;6,639;1,068
Oct 20, 2022;5:45 AM;12,889;6,598;834
Oct 20, 2022;6:00 AM;13,815;7,451;562
Oct 20, 2022;6:15 AM;14,229;7,815;205
Oct 20, 2022;6:30 AM;14,571;8,042;90
Oct 20, 2022;6:45 AM;14,175;7,596;8
Oct 20, 2022;7:00 AM;15,242;8,697;27
Oct 20, 2022;7:15 AM;15,408;8,847;37
Oct 20, 2022;7:30 AM;15,632;9,011;41
Oct 20, 2022;7:45 AM;15,725;9,029;42
Oct 20, 2022;8:00 AM;15,872;9,018;43
Oct 20, 2022;8:15 AM;16,087;9,090;42
Oct 20, 2022;8:30 AM;16,144;9,011;42
Oct 20, 2022;8:45 AM;16,182;8,834;57
Oct 20, 2022;9:00 AM;16,282;8,637;40
Oct 20, 2022;9:15 AM;16,266;8,290;34
Oct 20, 2022;9:30 AM;16,416;8,181;56
Oct 20, 2022;9:45 AM;16,428;7,941;105
Oct 20, 2022;10:00 AM;16,568;7,954;15
Oct 20, 2022;10:15 AM;16,413;7,588;8
Oct 20, 2022;10:30 AM;16,592;7,586;78
Oct 20, 2022;10:45 AM;16,651;7,432;131
Oct 20, 2022;11:00 AM;16,896;7,357;131
Oct 20, 2022;11:15 AM;16,943;7,214;136
Oct 20, 2022;11:30 AM;17,096;7,201;114
Oct 20, 2022;11:45 AM;17,234;7,198;196
Oct 20, 2022;12:00 PM;17,193;7,164;140
Oct 20, 2022;12:15 PM;17,171;7,101;196
Oct 20, 2022;12:30 PM;17,209;7,267;222
Oct 20, 2022;12:45 PM;17,294;7,547;215
Oct 20, 2022;1:00 PM;17,316;7,798;334
Oct 20, 2022;1:15 PM;17,227;7,931;312
Oct 20, 2022;1:30 PM;16,990;7,923;326
Oct 20, 2022;1:45 PM;16,730;7,815;248
Oct 20, 2022;2:00 PM;16,807;8,032;383
Oct 20, 2022;2:15 PM;16,528;7,948;495
Oct 20, 2022;2:30 PM;16,259;7,969;499
Oct 20, 2022;2:45 PM;16,193;8,039;395
Oct 20, 2022;3:00 PM;16,032;8,085;488
Oct 20, 2022;3:15 PM;16,117;8,538;226
Oct 20, 2022;3:30 PM;16,128;8,853;105
Oct 20, 2022;3:45 PM;15,939;8,967;72
Oct 20, 2022;4:00 PM;15,878;9,059;190
Oct 20, 2022;4:15 PM;15,908;9,442;126
Oct 20, 2022;4:30 PM;15,928;9,767;32
Oct 20, 2022;4:45 PM;15,941;10,072;43
Oct 20, 2022;5:00 PM;15,887;10,155;39
Oct 20, 2022;5:15 PM;15,958;10,395;42
Oct 20, 2022;5:30 PM;15,966;10,472;41
Oct 20, 2022;5:45 PM;15,978;10,312;42
Oct 20, 2022;6:00 PM;16,014;10,241;44
Oct 20, 2022;6:15 PM;16,121;10,183;34
Oct 20, 2022;6:30 PM;16,310;10,256;40
Oct 20, 2022;6:45 PM;16,449;10,282;42
Oct 20, 2022;7:00 PM;16,586;10,383;29
Oct 20, 2022;7:15 PM;16,486;10,255;27
Oct 20, 2022;7:30 PM;16,330;10,060;28
Oct 20, 2022;7:45 PM;16,177;9,872;27
Oct 20, 2022;8:00 PM;15,993;9,649;42
Oct 20, 2022;8:15 PM;15,687;9,435;46
Oct 20, 2022;8:30 PM;15,479;9,318;47
Oct 20, 2022;8:45 PM;15,411;9,386;144
Oct 20, 2022;9:00 PM;14,987;9,131;10
Oct 20, 2022;9:15 PM;14,684;9,014;63
Oct 20, 2022;9:30 PM;14,511;9,046;73
Oct 20, 2022;9:45 PM;14,267;8,963;199
Oct 20, 2022;10:00 PM;14,021;8,836;77
Oct 20, 2022;10:15 PM;13,694;8,518;71
Oct 20, 2022;10:30 PM;13,466;8,385;87
Oct 20, 2022;10:45 PM;13,170;8,111;118
Oct 20, 2022;11:00 PM;13,089;8,104;308
Oct 20, 2022;11:15 PM;12,839;7,873;336
Oct 20, 2022;11:30 PM;12,804;7,901;370
Oct 20, 2022;11:45 PM;12,656;7,815;435
Oct 21, 2022;12:00 AM;12,447;7,577;733
Oct 21, 2022;12:15 AM;12,358;7,572;808
Oct 21, 2022;12:30 AM;12,308;7,573;820
Oct 21, 2022;12:45 AM;12,321;7,713;904
Oct 21, 2022;1:00 AM;12,191;7,667;1,132
Oct 21, 2022;1:15 AM;12,097;7,615;1,241
Oct 21, 2022;1:30 AM;12,123;7,756;1,285
Oct 21, 2022;1:45 AM;12,025;7,749;1,390
Oct 21, 2022;2:00 AM;11,849;7,631;1,418
Oct 21, 2022;2:15 AM;11,748;7,634;1,396
Oct 21, 2022;2:30 AM;11,706;7,656;1,406
Oct 21, 2022;2:45 AM;11,710;7,789;1,387
Oct 21, 2022;3:00 AM;11,611;7,875;1,336
Oct 21, 2022;3:15 AM;11,569;7,839;1,185
Oct 21, 2022;3:30 AM;11,515;7,821;1,219
Oct 21, 2022;3:45 AM;11,437;7,811;1,180
Oct 21, 2022;4:00 AM;11,574;7,939;1,471
Oct 21, 2022;4:15 AM;11,770;8,213;1,478
Oct 21, 2022;4:30 AM;11,770;8,204;1,396
Oct 21, 2022;4:45 AM;11,901;8,383;1,269
Oct 21, 2022;5:00 AM;12,129;8,666;1,165
Oct 21, 2022;5:15 AM;12,352;8,865;1,193
Oct 21, 2022;5:30 AM;12,751;9,286;1,050
Oct 21, 2022;5:45 AM;12,916;9,449;823
Oct 21, 2022;6:00 AM;13,293;9,827;442
Oct 21, 2022;6:15 AM;13,754;10,294;31
Oct 21, 2022;6:30 AM;14,168;10,730;9
Oct 21, 2022;6:45 AM;14,480;11,086;5
Oct 21, 2022;7:00 AM;14,832;11,520;7
Oct 21, 2022;7:15 AM;15,214;11,977;5
Oct 21, 2022;7:30 AM;15,326;12,065;4
Oct 21, 2022;7:45 AM;15,550;12,283;4
Oct 21, 2022;8:00 AM;15,843;12,595;35
Oct 21, 2022;8:15 AM;15,943;12,551;2
Oct 21, 2022;8:30 AM;15,950;12,368;2
Oct 21, 2022;8:45 AM;16,000;12,301;2
Oct 21, 2022;9:00 AM;16,176;12,442;2
Oct 21, 2022;9:15 AM;16,220;12,457;5
Oct 21, 2022;9:30 AM;16,333;12,528;2
Oct 21, 2022;9:45 AM;16,105;12,285;3
Oct 21, 2022;10:00 AM;16,219;12,385;1
Oct 21, 2022;10:15 AM;16,303;12,448;1
Oct 21, 2022;10:30 AM;16,303;12,470;1
Oct 21, 2022;10:45 AM;16,328;12,436;1
Oct 21, 2022;11:00 AM;16,266;12,408;2
Oct 21, 2022;11:15 AM;16,273;12,429;3
Oct 21, 2022;11:30 AM;16,320;12,470;3
Oct 21, 2022;11:45 AM;16,320;12,504;27
Oct 21, 2022;12:00 PM;16,342;12,540;46
Oct 21, 2022;12:15 PM;16,337;12,508;54
Oct 21, 2022;12:30 PM;16,293;12,519;11
Oct 21, 2022;12:45 PM;16,190;12,473;58
Oct 21, 2022;1:00 PM;16,050;12,347;38
Oct 21, 2022;1:15 PM;16,099;12,353;70
Oct 21, 2022;1:30 PM;15,799;12,014;101
Oct 21, 2022;1:45 PM;15,628;11,823;170
Oct 21, 2022;2:00 PM;15,400;11,653;139
Oct 21, 2022;2:15 PM;15,342;11,635;136
Oct 21, 2022;2:30 PM;15,273;11,636;63
Oct 21, 2022;2:45 PM;15,149;11,535;63
Oct 21, 2022;3:00 PM;15,138;11,600;67
Oct 21, 2022;3:15 PM;14,961;11,555;202
Oct 21, 2022;3:30 PM;14,940;11,619;261
Oct 21, 2022;3:45 PM;14,847;11,657;281
Oct 21, 2022;4:00 PM;14,819;11,771;370
Oct 21, 2022;4:15 PM;14,651;11,758;164
Oct 21, 2022;4:30 PM;14,572;11,844;88
Oct 21, 2022;4:45 PM;14,404;11,866;80
Oct 21, 2022;5:00 PM;14,466;12,083;19
Oct 21, 2022;5:15 PM;14,538;12,253;44
Oct 21, 2022;5:30 PM;14,636;12,354;51
Oct 21, 2022;5:45 PM;14,730;12,470;45
Oct 21, 2022;6:00 PM;14,714;12,424;117
Oct 21, 2022;6:15 PM;14,892;12,561;49
Oct 21, 2022;6:30 PM;15,158;12,839;42
Oct 21, 2022;6:45 PM;15,325;12,981;42
Oct 21, 2022;7:00 PM;15,260;12,885;41
Oct 21, 2022;7:15 PM;15,003;12,625;41
Oct 21, 2022;7:30 PM;14,782;12,405;42
Oct 21, 2022;7:45 PM;14,622;12,268;12
